Claim_ID,Policy_ID,Accident_Date,FNOL_Date,Claim_Type,Claim_Complexity,Fraud_Flag,Litigation_Flag,Estimated_Claim_Amount,Ultimate_Claim_Amount,Severity_Band,Settlement_Date,Status
CLM37089,POL12755,2021-11-11,2021-11-11,Collision,High,False,False,38000,32785.0,Severe,2023-03-11,settled
CLM37090,POL10791,2020-03-31,2020-03-31,Collision,Low,False,True,2146,1908.0,Minor,2020-06-22,settled
CLM37091,POL11606,2019-12-18,2019-12-24,Vandalism,Low,False,False,29406,24564.0,Severe,2020-02-21,settled
CLM37092,POL14851,2023-12-08,2023-12-08,Weather,Low,True,False,3222,2128.0,Minor,2024-02-06,settled
CLM37093,POL14003,2023-11-10,2023-11-11,Fire,Low,False,False,56950,53843.0,Major,2024-01-21,settled
CLM37094,POL10998,2023-05-29,2023-05-29,Vandalism,Low,False,False,1115,860.0,Minor,2023-08-18,settled
CLM37095,POL12755,2020-08-20,2020-08-22,Collision,Low,False,False,2517,1996.0,Minor,2020-11-12,settled
CLM37096,POL14345,2022-07-27,2022-07-28,Collision,Low,False,False,4622,3727.0,Moderate,2022-09-11,settled
CLM37097,POL10773,2021-03-07,2021-03-08,Collision,Low,False,False,1646,1056.0,Minor,2021-05-12,settled
CLM37098,POL13962,2022-01-09,2022-01-09,Collision,Medium,False,False,20454,15464.0,Major,2022-05-12,settled
CLM37099,POL14359,2025-06-26,2025-06-27,Collision,Medium,False,False,9716,9143.0,Major,2025-12-19,settled
CLM37100,POL13981,2020-06-22,2020-06-25,Weather,High,False,False,21693,17606.0,Major,2020-11-13,settled
CLM37101,POL12969,2025-07-28,2025-07-28,Collision,Medium,False,False,11111,43242.0,Major,2025-10-23,settled
CLM37102,POL14252,2020-08-15,2020-08-16,Collision,Low,False,False,3151,2768.0,Moderate,2020-10-24,settled
CLM37103,POL12896,2025-03-13,2025-03-14,Collision,Low,False,False,2719,2197.0,Minor,2025-05-20,settled
CLM37104,POL14942,2024-11-30,2024-12-01,Weather,Low,True,False,2555,2054.0,Minor,2025-01-22,settled
CLM37105,POL10595,2021-04-16,2021-04-19,Collision,Medium,False,False,10099,11620.0,Major,2021-07-31,settled
CLM37106,POL13936,2019-09-08,2019-09-08,Theft,High,False,False,72313,73157.0,Severe,2021-02-23,settled
CLM37107,POL11760,2023-05-02,2023-05-03,Collision,Low,False,False,1294,695.0,Minor,2023-06-20,settled
CLM37108,POL13745,2024-07-26,2024-07-28,Collision,Low,False,False,7043,5969.0,Moderate,2024-09-10,settled
CLM37109,POL11096,2024-03-14,2024-03-15,Other,Low,False,False,6670,5166.0,Moderate,2024-05-09,settled
CLM37110,POL14349,2021-02-21,2021-02-21,Collision,Low,False,False,2199,1754.0,Minor,2021-05-21,settled
CLM37111,POL10672,2025-05-08,2025-05-08,Theft,Low,False,False,4551,3403.0,Minor,2025-08-04,settled
CLM37112,POL14303,2024-01-10,2024-01-17,Weather,Low,False,True,3431,1841.0,Minor,2024-04-09,settled
CLM37113,POL13943,2023-11-27,2023-11-27,Theft,Low,False,False,5625,3206.0,Minor,2024-02-16,settled
CLM37114,POL10985,2021-11-05,2021-11-08,Collision,High,False,True,34305,31007.0,Severe,2023-01-13,settled
CLM37115,POL14726,2018-11-17,2018-11-19,Other,Low,False,False,1618,1226.0,Minor,2019-01-17,settled
CLM37116,POL11709,2023-07-08,2023-07-14,Theft,Low,False,False,9584,6635.0,Moderate,2023-09-12,settled
CLM37117,POL14575,2021-06-25,2021-06-25,Collision,Medium,False,False,36099,,Severe,,open
CLM37118,POL13751,2021-06-30,2021-07-01,Collision,Low,False,False,1872,,Minor,,open
CLM37119,POL11725,2022-05-21,2022-05-23,Theft,Low,True,False,4617,4088.0,Minor,2022-08-05,settled
CLM37120,POL13671,2023-08-02,2023-08-04,Theft,Low,False,False,5671,3955.0,Minor,2023-09-05,settled
CLM37121,POL12319,2025-03-19,2025-03-22,Collision,Medium,False,False,1913,1434.0,Minor,2025-06-21,settled
CLM37122,POL14763,2021-03-17,2021-03-17,Theft,Low,False,False,4197,3131.0,Minor,2021-04-17,settled
CLM37123,POL10919,2025-05-08,2025-05-08,Collision,Medium,False,False,4276,3080.0,Moderate,2025-07-17,settled
CLM37124,POL12702,2020-05-21,2020-05-22,Collision,Medium,False,False,5022,4442.0,Moderate,2020-10-18,settled
CLM37125,POL10447,2025-02-23,2025-02-24,Vandalism,High,False,False,17740,20907.0,Severe,2026-08-31,settled
CLM37126,POL12184,2018-10-09,2018-10-09,Collision,Low,False,False,2302,2017.0,Minor,2019-01-04,settled
CLM37127,POL14867,2023-05-27,2023-05-27,Collision,Low,False,False,1941,,Minor,,open
CLM37128,POL14779,2019-03-19,2019-03-20,Collision,Low,False,False,16086,13519.0,Major,2019-05-20,settled
CLM37129,POL12684,2019-03-02,2019-03-06,Theft,Medium,False,False,39397,29658.0,Major,2019-08-01,settled
CLM37130,POL14684,2023-12-29,2023-12-31,Collision,Low,True,True,4505,3448.0,Moderate,2024-03-25,settled
CLM37131,POL11777,2024-05-15,2024-05-18,Weather,Low,False,False,9453,8213.0,Moderate,2024-08-13,settled
CLM37132,POL12782,2019-02-03,2019-02-04,Collision,Low,False,False,2581,1443.0,Minor,2019-03-14,settled
CLM37133,POL10344,2023-06-28,2023-07-05,Vandalism,Low,False,True,1529,1256.0,Minor,2023-09-17,settled
CLM37134,POL12494,2024-09-02,2024-10-02,Collision,Low,False,True,1354,847.0,Minor,2024-11-08,settled
CLM37135,POL14655,2023-02-20,2023-02-21,Vandalism,Low,False,False,1073,741.0,Minor,2023-04-04,settled
CLM37136,POL14307,2024-02-03,2024-02-03,Weather,Low,False,False,3581,2810.0,Minor,2024-04-23,settled
CLM37137,POL10933,2019-10-25,2019-10-28,Collision,High,False,False,31671,28780.0,Severe,2020-11-04,settled
CLM37138,POL10169,2023-10-16,2023-10-18,Collision,Low,False,False,1826,1590.0,Minor,2023-11-27,settled
CLM37139,POL14767,2024-04-08,2024-04-08,Collision,Low,False,False,10171,8757.0,Major,2024-07-01,settled
CLM37140,POL10156,2021-05-31,2021-05-31,Collision,Low,False,False,1659,1155.0,Minor,2021-08-15,settled
CLM37141,POL11858,2019-08-25,2019-08-27,Collision,Low,False,True,2368,3056.0,Minor,2019-10-07,settled
CLM37142,POL13588,2024-12-23,2024-12-23,Collision,Low,True,False,2121,,Minor,,open
CLM37143,POL10158,2018-11-08,2018-11-09,Collision,High,False,False,41352,35119.0,Severe,2019-05-06,settled
CLM37144,POL13182,2023-04-11,2023-04-14,Collision,Low,False,False,4626,3777.0,Moderate,2023-07-15,settled
CLM37145,POL14751,2021-02-27,2021-02-27,Collision,Low,False,False,1837,1516.0,Minor,2021-05-08,settled
CLM37146,POL14348,2020-03-15,2020-03-17,Weather,Low,False,False,2823,2173.0,Minor,2020-04-27,settled
CLM37147,POL12435,2022-09-26,2022-09-26,Collision,Low,False,False,4058,3508.0,Moderate,2022-10-28,settled
CLM37148,POL12041,2022-01-12,2022-01-14,Collision,Medium,False,False,18312,14666.0,Major,2022-07-17,settled
CLM37149,POL13293,2021-05-25,2021-05-28,Fire,High,False,False,53316,38565.0,Moderate,2022-10-24,settled
CLM37150,POL12218,2019-09-25,2019-09-25,Collision,Low,False,False,4203,3090.0,Moderate,2019-11-20,settled
CLM37151,POL11820,2018-11-23,2018-11-25,Theft,Low,False,False,5131,4057.0,Minor,2019-01-10,settled
CLM37152,POL12846,2024-02-05,2024-02-05,Fire,High,False,True,368606,299158.0,Severe,2024-09-25,settled
CLM37153,POL14344,2022-02-18,2022-02-19,Collision,Low,False,False,4584,4014.0,Moderate,2022-05-13,settled
CLM37154,POL13885,2020-07-12,2020-07-19,Collision,Medium,False,False,11896,11649.0,Major,2020-11-13,settled
CLM37155,POL14257,2023-11-13,2023-11-13,Theft,High,False,False,311752,268587.0,Catastrophic,2024-12-31,settled
CLM37156,POL11858,2025-02-10,2025-02-10,Vandalism,Low,False,False,2401,1844.0,Moderate,2025-04-03,settled
CLM37157,POL13663,2025-04-05,2025-04-11,Collision,Low,False,False,1727,1455.0,Minor,2025-06-09,settled
CLM37158,POL11051,2018-12-27,2018-12-27,Weather,Low,False,False,5931,3954.0,Moderate,2019-03-22,settled
CLM37159,POL14319,2023-10-26,2023-10-28,Collision,Medium,False,False,35513,32698.0,Severe,2024-05-06,settled
CLM37160,POL14693,2023-12-01,2023-12-04,Other,Low,False,False,7903,6082.0,Moderate,2024-02-10,settled
CLM37161,POL10183,2020-04-08,2020-04-09,Weather,Medium,False,True,9081,7017.0,Moderate,2020-06-20,settled
CLM37162,POL13350,2023-04-06,2023-04-06,Collision,Medium,False,False,10371,9509.0,Major,2023-08-15,settled
CLM37163,POL11682,2020-10-15,2020-10-19,Collision,Low,False,False,2016,1399.0,Minor,2021-01-08,settled
CLM37164,POL12976,2022-11-14,2022-11-16,Collision,Low,False,False,1758,1407.0,Minor,2022-12-21,settled
CLM37165,POL14319,2023-12-03,2023-12-04,Collision,High,False,False,141654,126415.0,Catastrophic,2025-01-06,settled
CLM37166,POL10424,2018-09-24,2018-09-24,Fire,Low,False,False,36323,,Moderate,,open
CLM37167,POL12687,2019-07-05,2019-07-05,Collision,Low,False,False,1524,1030.0,Minor,2019-09-18,settled
CLM37168,POL10724,2023-01-12,2023-01-18,Collision,Low,False,False,3021,2827.0,Moderate,2023-03-11,settled
CLM37169,POL13619,2022-06-13,2022-06-18,Vandalism,Low,False,False,1360,1083.0,Minor,2022-08-26,settled
CLM37170,POL14835,2024-09-01,2024-09-02,Vandalism,Low,False,False,1198,811.0,Minor,2024-11-24,settled
CLM37171,POL10345,2019-01-30,2019-01-30,Theft,Low,False,False,4011,2540.0,Minor,2019-03-06,settled
CLM37172,POL13277,2022-01-15,2022-01-21,Collision,Low,False,True,4215,,Moderate,,open
CLM37173,POL14362,2023-06-29,2023-07-03,Collision,Low,False,False,5595,5051.0,Moderate,2023-08-22,settled
CLM37174,POL13387,2021-09-28,2021-09-28,Theft,High,False,False,3929,2143.0,Minor,2022-10-01,settled
CLM37175,POL10237,2025-08-01,2025-08-07,Collision,Low,False,False,6227,5440.0,Moderate,2025-10-23,settled
CLM37176,POL12483,2024-10-18,2024-10-20,Collision,Low,False,False,1654,1202.0,Minor,2024-12-26,settled
CLM37177,POL10377,2025-03-02,2025-03-04,Theft,Low,False,True,5017,4222.0,Minor,2025-05-24,settled
CLM37178,POL13816,2021-01-14,2021-01-18,Collision,Low,False,False,1161,958.0,Minor,2021-03-18,settled
CLM37179,POL14827,2019-08-16,2019-08-23,Vandalism,Low,False,False,3796,3302.0,Moderate,2019-11-22,settled
CLM37180,POL13045,2025-09-03,2025-09-05,Theft,Low,False,False,147236,124607.0,Severe,2025-10-15,settled
CLM37181,POL11933,2022-06-25,2022-06-26,Collision,Low,False,False,2298,1161.0,Minor,2022-09-24,settled
CLM37182,POL10049,2019-05-01,2019-05-01,Collision,Low,False,False,4861,3840.0,Moderate,2019-06-13,settled
CLM37183,POL14021,2024-06-27,2024-06-30,Other,Low,False,False,11961,14588.0,Major,2024-09-24,settled
CLM37184,POL10544,2022-10-18,2022-10-24,Other,Medium,False,False,2120,,Minor,,open
CLM37185,POL10877,2019-04-18,2019-04-22,Collision,Low,False,False,2376,1536.0,Minor,2019-06-26,settled
CLM37186,POL10633,2019-12-17,2019-12-23,Theft,Low,False,False,12724,11075.0,Moderate,2020-02-18,settled
CLM37187,POL12676,2023-01-04,2023-01-06,Collision,Medium,False,False,33320,,Severe,,open
CLM37188,POL10945,2022-10-25,2022-10-31,Other,Low,False,False,5125,3250.0,Moderate,2023-01-20,settled
CLM37189,POL13924,2023-12-08,2023-12-09,Vandalism,Low,False,True,1346,1001.0,Minor,2024-02-24,settled
CLM37190,POL13991,2025-08-28,2025-08-29,Collision,Low,False,False,2442,1538.0,Minor,2025-10-01,settled
CLM37191,POL14849,2019-03-05,2019-03-06,Collision,Medium,False,False,2043,1637.0,Minor,2019-05-26,settled
CLM37192,POL14343,2022-10-25,2022-10-25,Vandalism,Medium,False,False,25719,,Severe,,open
CLM37193,POL11227,2022-10-28,2022-11-02,Collision,High,False,False,2026,1309.0,Minor,2023-08-10,settled
CLM37194,POL13853,2020-09-05,2020-09-11,Theft,Low,False,True,13592,9708.0,Moderate,2020-12-04,settled
CLM37195,POL14564,2024-12-24,2024-12-28,Collision,Low,False,True,1568,1307.0,Minor,2025-01-27,settled
CLM37196,POL11995,2019-06-20,2019-06-22,Collision,Medium,False,False,12620,11862.0,Major,2019-10-11,settled
CLM37197,POL12220,2025-01-01,2025-01-01,Weather,Low,False,False,8117,5192.0,Moderate,2025-03-09,settled
CLM37198,POL13598,2021-01-04,2021-01-04,Theft,Low,False,False,5094,4214.0,Minor,2021-02-19,settled
CLM37199,POL13529,2020-04-07,2020-04-07,Collision,Medium,False,False,11378,10263.0,Major,2020-08-09,settled
CLM37200,POL14859,2022-06-21,2022-06-21,Fire,Low,False,False,9585,,Minor,,open
CLM37201,POL12796,2021-05-23,2021-05-24,Weather,High,False,False,8212,6362.0,Moderate,2022-01-24,settled
CLM37202,POL13786,2024-10-07,2024-10-07,Collision,Low,False,False,23300,21369.0,Severe,2025-01-15,settled
CLM37203,POL13150,2019-12-28,2019-12-28,Weather,Medium,False,False,1873,1499.0,Minor,2020-03-02,settled
CLM37204,POL12943,2024-01-30,2024-01-30,Collision,Medium,False,False,13792,12346.0,Major,2024-05-21,settled
CLM37205,POL13200,2025-03-22,2025-03-22,Vandalism,Medium,False,True,28456,23135.0,Severe,2025-07-23,settled
CLM37206,POL10653,2021-01-25,2021-01-27,Collision,Low,False,False,1747,1160.0,Minor,2021-03-13,settled
CLM37207,POL14052,2021-03-30,2021-03-30,Weather,Low,False,True,4857,4486.0,Moderate,2021-05-27,settled
CLM37208,POL12338,2022-04-23,2022-04-24,Collision,Low,False,False,7895,5590.0,Major,2022-06-20,settled
CLM37209,POL14569,2022-09-02,2022-09-05,Vandalism,Low,False,False,5300,4995.0,Major,2022-12-07,settled
CLM37210,POL11990,2021-09-18,2021-09-21,Collision,Low,False,False,2166,3032.0,Minor,2021-12-06,settled
CLM37211,POL14694,2024-05-12,2024-05-12,Collision,Low,False,False,6199,5066.0,Major,2024-08-22,settled
CLM37212,POL11490,2023-06-17,2023-06-17,Collision,Medium,False,False,14549,12978.0,Major,2023-11-23,settled
CLM37213,POL12101,2021-10-28,2021-10-30,Collision,Low,False,False,4899,3415.0,Moderate,2022-01-18,settled
CLM37214,POL12550,2019-04-30,2019-05-07,Collision,Low,False,False,2346,3343.0,Minor,2019-06-16,settled
CLM37215,POL14413,2019-06-05,2019-06-12,Theft,Low,False,False,7112,4503.0,Minor,2019-07-30,settled
CLM37216,POL13145,2022-11-24,2022-11-25,Collision,Low,False,False,1217,1066.0,Minor,2023-01-08,settled
CLM37217,POL11855,2022-08-03,2022-08-03,Vandalism,Medium,False,False,5990,5022.0,Major,2022-12-26,settled
CLM37218,POL12003,2023-10-16,2023-10-16,Fire,Medium,True,False,33935,27974.0,Moderate,2024-02-13,settled
CLM37219,POL11349,2024-03-02,2024-03-06,Theft,Low,False,False,5775,4756.0,Minor,2024-06-02,settled
CLM37220,POL10946,2024-05-03,2024-05-04,Collision,Low,False,False,6170,4189.0,Moderate,2024-07-07,settled
CLM37221,POL13725,2024-08-15,2024-08-17,Theft,Medium,False,False,12340,11608.0,Moderate,2024-11-13,settled
CLM37222,POL12885,2020-02-03,2020-02-06,Weather,Low,False,False,3702,3227.0,Minor,2020-03-31,settled
CLM37223,POL13734,2023-12-27,2023-12-27,Collision,Low,False,False,1506,1352.0,Minor,2024-02-28,settled
CLM37224,POL14703,2024-09-05,2024-09-08,Weather,High,False,False,39587,40004.0,Severe,2025-06-25,settled
CLM37225,POL10932,2024-09-09,2024-09-10,Weather,Medium,False,False,7458,6667.0,Moderate,2025-02-14,settled
CLM37226,POL10968,2021-12-29,2021-12-30,Fire,Low,False,False,24885,17935.0,Moderate,2022-03-03,settled
CLM37227,POL13556,2023-10-14,2023-10-17,Collision,Low,False,False,4398,3868.0,Moderate,2023-12-11,settled
CLM37228,POL10793,2025-09-05,2025-09-05,Weather,Medium,False,False,18559,14063.0,Major,2026-01-13,settled
CLM37229,POL11011,2022-11-04,2022-11-07,Collision,Medium,False,False,8619,6153.0,Major,2023-03-04,settled
CLM37230,POL11910,2019-06-14,2019-06-15,Collision,Low,False,False,2463,1232.0,Minor,2019-07-19,settled
CLM37231,POL10847,2020-10-29,2020-11-01,Collision,Low,False,False,4111,2938.0,Moderate,2020-12-13,settled
CLM37232,POL14928,2023-11-07,2023-11-07,Collision,High,False,False,48678,43847.0,Severe,2025-01-11,settled
CLM37233,POL13012,2019-09-11,2019-09-12,Collision,Low,False,False,1679,1313.0,Minor,2019-11-21,settled
CLM37234,POL11511,2019-08-13,2019-08-17,Vandalism,Low,False,False,7524,7467.0,Major,2019-11-20,settled
CLM37235,POL12523,2023-02-05,2023-02-07,Collision,Low,False,False,2537,1552.0,Minor,2023-04-20,settled
CLM37236,POL12587,2020-09-20,2020-09-20,Collision,Low,False,False,1793,1204.0,Minor,2020-11-08,settled
CLM37237,POL14866,2021-12-13,2021-12-14,Weather,Low,True,False,19265,15624.0,Major,2022-03-11,settled
CLM37238,POL13318,2019-07-31,2019-08-05,Weather,Low,False,False,2998,,Minor,,open
CLM37239,POL12711,2019-12-10,2019-12-13,Weather,Low,False,False,5062,4770.0,Moderate,2020-02-08,settled
CLM37240,POL12872,2020-07-24,2020-07-25,Vandalism,Medium,False,True,20398,18009.0,Severe,2020-12-25,settled
CLM37241,POL13361,2021-10-23,2021-10-25,Fire,Medium,False,False,63089,58893.0,Major,2022-02-02,settled
CLM37242,POL10515,2019-12-21,2019-12-21,Theft,Low,False,False,6992,6038.0,Minor,2020-03-14,settled
CLM37243,POL12587,2020-05-17,2020-05-19,Collision,Low,False,False,1788,1235.0,Minor,2020-08-12,settled
CLM37244,POL13827,2024-04-12,2024-04-12,Collision,Low,False,False,5813,5277.0,Moderate,2024-06-14,settled
CLM37245,POL10637,2020-05-27,2020-05-29,Collision,Low,False,False,2257,1189.0,Minor,2020-08-27,settled
CLM37246,POL11482,2021-01-02,2021-01-06,Weather,Low,False,False,2950,1494.0,Minor,2021-03-21,settled
CLM37247,POL13741,2024-07-21,2024-07-22,Weather,Low,False,False,2821,1959.0,Minor,2024-09-07,settled
CLM37248,POL10747,2018-12-20,2018-12-22,Collision,Medium,False,True,44358,39333.0,Severe,2019-06-30,settled
CLM37249,POL14338,2022-01-01,2022-01-01,Collision,Low,False,False,17036,15027.0,Major,2022-03-19,settled
CLM37250,POL14676,2023-05-22,2023-05-24,Vandalism,Low,False,False,1239,991.0,Minor,2023-07-05,settled
CLM37251,POL14181,2024-10-14,2024-10-15,Weather,Low,False,False,4993,4041.0,Minor,2024-12-03,settled
CLM37252,POL13857,2020-03-12,2020-03-13,Collision,Low,False,False,2612,2122.0,Minor,2020-06-10,settled
CLM37253,POL11757,2024-01-12,2024-01-16,Collision,Low,False,False,3087,2608.0,Minor,2024-04-13,settled
CLM37254,POL10520,2022-08-09,2022-08-09,Collision,Low,False,False,6694,5572.0,Moderate,2022-11-13,settled
CLM37255,POL12222,2023-06-05,2023-06-12,Collision,High,False,False,5380,4126.0,Moderate,2024-06-20,settled
CLM37256,POL10716,2023-09-11,2023-09-14,Fire,Low,False,False,15715,10864.0,Minor,2023-11-11,settled
CLM37257,POL12133,2018-12-15,2018-12-16,Weather,Low,False,False,8140,6044.0,Moderate,2019-02-18,settled
CLM37258,POL10690,2021-12-26,2021-12-27,Theft,Low,True,False,11512,8523.0,Moderate,2022-03-04,settled
CLM37259,POL13676,2020-11-01,2020-11-01,Collision,Medium,False,False,3038,2327.0,Minor,2021-01-24,settled
CLM37260,POL12988,2019-06-03,2019-06-04,Vandalism,Medium,False,False,7507,7208.0,Major,2019-08-29,settled
CLM37261,POL10621,2018-12-18,2018-12-23,Vandalism,Low,False,False,4120,2929.0,Moderate,2019-02-04,settled
CLM37262,POL13434,2021-04-27,2021-04-28,Collision,Medium,False,False,1755,1364.0,Minor,2021-07-27,settled
CLM37263,POL11164,2024-07-17,2024-07-17,Collision,Medium,False,False,2016,1491.0,Minor,2024-09-24,settled
CLM37264,POL14096,2022-06-25,2022-06-25,Collision,Low,False,False,2784,1640.0,Minor,2022-08-01,settled
CLM37265,POL12893,2023-05-02,2023-05-02,Theft,Low,True,False,4092,2190.0,Minor,2023-07-27,settled
CLM37266,POL10039,2025-03-16,2025-03-20,Weather,Medium,False,False,9504,,Moderate,,open
CLM37267,POL12894,2022-07-24,2022-07-27,Collision,Medium,False,False,10046,8865.0,Major,2022-11-18,settled
CLM37268,POL12499,2022-05-17,2022-05-20,Theft,Low,False,False,5144,,Minor,,open
CLM37269,POL13120,2024-03-02,2024-03-08,Collision,Low,True,False,1709,1250.0,Minor,2024-05-25,settled
CLM37270,POL14892,2025-05-15,2025-05-16,Collision,Low,False,False,4457,3109.0,Moderate,2025-07-07,settled
CLM37271,POL14553,2024-08-29,2024-08-30,Collision,Low,False,False,2447,1553.0,Minor,2024-10-01,settled
CLM37272,POL12863,2024-11-12,2024-11-13,Collision,Low,False,False,3987,2413.0,Moderate,2025-01-16,settled
CLM37273,POL10235,2023-09-16,2023-09-16,Collision,Medium,False,False,13729,15755.0,Major,2024-03-10,settled
CLM37274,POL12857,2023-11-07,2023-11-09,Collision,Low,False,False,2695,1667.0,Moderate,2024-01-31,settled
CLM37275,POL11923,2022-02-15,2022-02-18,Collision,Low,True,False,4969,3662.0,Moderate,2022-05-21,settled
CLM37276,POL14474,2025-01-28,2025-01-29,Weather,Medium,False,False,2600,,Minor,,open
CLM37277,POL11042,2020-03-12,2020-03-16,Collision,Medium,False,False,118781,106171.0,Catastrophic,2020-07-13,settled
CLM37278,POL10783,2022-02-25,2022-02-27,Theft,Low,False,False,10530,7806.0,Moderate,2022-04-25,settled
CLM37279,POL13470,2020-08-22,2020-08-22,Weather,Low,False,False,3266,2784.0,Minor,2020-10-31,settled
CLM37280,POL11429,2021-08-18,2021-08-18,Collision,Low,False,False,1801,1515.0,Minor,2021-10-22,settled
CLM37281,POL11487,2021-04-04,2021-04-05,Collision,Low,False,False,1615,905.0,Minor,2021-05-31,settled
CLM37282,POL11165,2024-02-23,2024-02-23,Collision,Low,False,False,3088,2282.0,Minor,2024-03-24,settled
CLM37283,POL11569,2022-11-20,2022-11-22,Collision,Low,False,False,2078,1109.0,Minor,2023-01-31,settled
CLM37284,POL10159,2021-12-12,2021-12-12,Collision,Low,False,False,1793,1302.0,Minor,2022-01-13,settled
CLM37285,POL12456,2019-03-31,2019-03-31,Collision,Low,False,False,4426,,Moderate,,open
CLM37286,POL11341,2020-05-18,2020-05-19,Vandalism,Low,False,False,5815,,Major,,open
CLM37287,POL12517,2022-09-04,2022-09-07,Weather,Low,False,False,3081,2308.0,Minor,2022-10-29,settled
CLM37288,POL12591,2021-11-26,2021-11-27,Collision,Low,False,False,2223,1959.0,Minor,2022-01-21,settled
CLM37289,POL11825,2023-10-30,2023-11-04,Collision,Low,False,False,8956,5542.0,Moderate,2024-01-17,settled
CLM37290,POL14183,2020-07-31,2020-07-31,Weather,Low,False,False,3339,2607.0,Minor,2020-09-04,settled
CLM37291,POL12298,2025-08-26,2025-09-01,Collision,Medium,False,False,1694,1490.0,Minor,2026-01-17,settled
CLM37292,POL11105,2020-07-08,2020-07-08,Collision,Low,False,True,4724,2926.0,Moderate,2020-10-12,settled
CLM37293,POL12528,2024-09-19,2024-09-20,Fire,Low,False,False,13523,10772.0,Minor,2024-10-27,settled
CLM37294,POL13494,2021-11-30,2021-12-01,Collision,Low,False,False,5382,3658.0,Moderate,2022-02-03,settled
CLM37295,POL13700,2020-10-04,2020-10-05,Other,Low,True,False,2022,1528.0,Minor,2020-12-14,settled
CLM37296,POL13149,2020-09-06,2020-09-09,Collision,Low,False,False,5111,4458.0,Moderate,2020-12-01,settled
CLM37297,POL12884,2020-06-08,2020-06-12,Vandalism,Low,False,False,3232,2451.0,Moderate,2020-08-30,settled
CLM37298,POL12321,2020-07-10,2020-07-11,Weather,Low,False,False,2198,1776.0,Minor,2020-10-06,settled
CLM37299,POL12421,2021-05-20,2021-05-20,Collision,Low,False,False,2163,1147.0,Minor,2021-07-05,settled
CLM37300,POL13705,2020-01-10,2020-01-12,Collision,Low,False,True,1748,1565.0,Minor,2020-02-28,settled
CLM37301,POL14053,2019-03-06,2019-03-06,Collision,Low,False,False,13025,10791.0,Major,2019-05-17,settled
CLM37302,POL12948,2022-04-07,2022-04-08,Collision,Medium,False,False,8723,11931.0,Major,2022-09-20,settled
CLM37303,POL14247,2025-02-27,2025-02-27,Collision,Low,False,False,2106,1608.0,Minor,2025-04-24,settled
CLM37304,POL12270,2020-02-19,2020-02-22,Collision,Medium,False,False,11693,9592.0,Major,2020-06-17,settled
CLM37305,POL12876,2023-08-29,2023-08-29,Weather,Low,False,False,7558,28789.0,Moderate,2023-10-16,settled
CLM37306,POL12334,2021-08-20,2021-08-20,Theft,Low,False,False,6212,3834.0,Minor,2021-11-08,settled
CLM37307,POL10864,2022-11-11,2022-11-14,Collision,Medium,False,True,14796,11660.0,Major,2023-04-17,settled
CLM37308,POL11112,2020-10-13,2020-10-15,Theft,Medium,False,False,10614,7012.0,Moderate,2020-12-14,settled
CLM37309,POL13883,2021-01-06,2021-01-06,Collision,Medium,False,True,6237,,Moderate,,open
CLM37310,POL11485,2025-01-08,2025-01-13,Vandalism,Low,False,False,1095,632.0,Minor,2025-04-01,settled
CLM37311,POL12630,2019-02-08,2019-02-11,Vandalism,Low,False,False,2180,1411.0,Moderate,2019-04-10,settled
CLM37312,POL11448,2022-04-09,2022-04-13,Collision,Low,False,False,3874,2384.0,Moderate,2022-06-25,settled
CLM37313,POL14722,2022-07-28,2022-07-30,Collision,Low,False,False,1961,1705.0,Minor,2022-10-05,settled
CLM37314,POL14845,2020-05-16,2020-05-18,Fire,High,False,False,114600,114184.0,Major,2021-01-13,settled
CLM37315,POL13410,2022-11-24,2022-11-24,Collision,Low,False,False,2322,1441.0,Minor,2023-02-03,settled
CLM37316,POL12168,2023-09-29,2023-09-29,Collision,High,False,False,45967,45372.0,Severe,2025-04-27,settled
CLM37317,POL10295,2024-10-08,2024-10-10,Collision,Low,False,False,2968,1602.0,Minor,2024-11-18,settled
CLM37318,POL13936,2020-07-15,2020-07-16,Collision,Low,False,False,3607,2734.0,Minor,2020-10-06,settled
CLM37319,POL12791,2024-09-12,2024-09-12,Collision,High,False,False,4531,3236.0,Moderate,2025-08-28,settled
CLM37320,POL14357,2022-02-05,2022-02-05,Other,Low,False,False,3064,2436.0,Minor,2022-03-28,settled
CLM37321,POL10210,2020-01-29,2020-01-31,Other,Low,False,True,2726,2228.0,Minor,2020-03-13,settled
CLM37322,POL13196,2018-12-30,2019-01-03,Collision,Medium,False,False,12803,10730.0,Major,2019-06-30,settled
CLM37323,POL11155,2023-04-03,2023-04-03,Collision,Low,False,True,1679,1323.0,Minor,2023-06-05,settled
CLM37324,POL14856,2024-04-25,2024-04-28,Collision,Low,False,True,4938,4062.0,Moderate,2024-07-25,settled
CLM37325,POL10219,2020-05-06,2020-05-06,Collision,Low,False,True,4451,2766.0,Moderate,2020-07-13,settled
CLM37326,POL10088,2023-11-08,2023-11-09,Theft,Low,False,False,5983,3972.0,Minor,2023-12-26,settled
CLM37327,POL14292,2022-04-22,2022-04-23,Collision,High,False,False,82349,84401.0,Catastrophic,2022-10-15,settled
CLM37328,POL13239,2020-06-19,2020-06-19,Collision,Low,False,False,48651,45415.0,Severe,2020-11-05,settled
CLM37329,POL13402,2018-10-06,2018-10-07,Collision,Low,False,False,1056,808.0,Minor,2018-12-01,settled
