Policy_ID,Customer_ID,Age_of_Driver,Gender,Occupation,Region,Annual_Mileage,Driving_Experience_Years,Vehicle_Type,Vehicle_Age,Credit_Score_Band
POL13602,CUST23602,49,Male,Employed,Glasgow,10558,27,Motorcycle,16,Good
POL13603,CUST23603,65,Female,Retired,Liverpool,16208,44,Sedan,12,Good
POL13604,CUST23604,29,Male,Student,Cardiff,15559,8,Van,5,Excellent
POL13605,CUST23605,45,Female,Employed,Glasgow,19631,25,SUV,5,Poor
POL13606,CUST23606,21,Female,Unemployed,Leeds,12379,3,SUV,15,Fair
POL13607,CUST23607,26,Male,Employed,Newcastle,15652,6,Sedan,2,Excellent
POL13608,CUST23608,79,Female,Retired,Manchester,13179,57,Coupe,9,Fair
POL13609,CUST23609,30,Female,Unemployed,Glasgow,13504,10,Hatchback,14,Excellent
POL13610,CUST23610,56,Female,Self-Employed,London,10811,38,Hatchback,2,Poor
POL13611,CUST23611,46,Male,Self-Employed,London,12907,28,Sedan,19,Good
POL13612,CUST23612,27,Male,Self-Employed,Bristol,14613,7,SUV,9,Good
POL13613,CUST23613,53,Male,Employed,Liverpool,9962,31,Sedan,10,Good
POL13614,CUST23614,57,Female,Self-Employed,Bristol,16580,38,Sedan,16,Excellent
POL13615,CUST23615,69,Female,Retired,Cardiff,11990,50,Hatchback,18,Good
POL13616,CUST23616,38,Male,Employed,Cardiff,13820,19,Hatchback,5,Good
POL13617,CUST23617,27,Female,Employed,Manchester,5904,8,Hatchback,2,Excellent
POL13618,CUST23618,56,Female,Unemployed,Liverpool,10038,35,Hatchback,1,Good
POL13619,CUST23619,62,Female,Retired,Leeds,11536,44,Sedan,8,Excellent
POL13620,CUST23620,26,Female,Employed,Edinburgh,10301,4,Sedan,2,Poor
POL13621,CUST23621,20,Male,Student,Bristol,13648,2,Sedan,5,Good
POL13622,CUST23622,32,Female,Unemployed,Edinburgh,21215,10,Coupe,16,Good
POL13623,CUST23623,72,Female,Retired,Birmingham,14156,52,Hatchback,2,Good
POL13624,CUST23624,31,Female,Employed,Edinburgh,7263,12,Coupe,9,Poor
POL13625,CUST23625,29,Male,Employed,London,16777,10,Hatchback,12,Fair
POL13626,CUST23626,39,Female,Self-Employed,Leeds,6305,21,Sedan,9,Good
POL13627,CUST23627,49,Female,Self-Employed,Bristol,10355,27,SUV,10,Good
POL13628,CUST23628,30,Female,Unemployed,London,19190,11,Hatchback,13,Good
POL13629,CUST23629,31,Male,Self-Employed,Cardiff,11875,9,Hatchback,17,Fair
POL13630,CUST23630,34,Female,Self-Employed,Birmingham,18066,12,Motorcycle,3,Fair
POL13631,CUST23631,58,Female,Self-Employed,Newcastle,14631,36,Hatchback,19,Good
POL13632,CUST23632,22,Male,Employed,Edinburgh,10404,3,Sedan,15,Good
POL13633,CUST23633,19,Male,Student,London,9500,0,Sedan,17,Fair
POL13634,CUST23634,25,Male,Unemployed,Liverpool,18350,3,SUV,4,Good
POL13635,CUST23635,65,Female,Retired,London,9697,45,Hatchback,18,Good
POL13636,CUST23636,25,Male,Unemployed,Bristol,14001,5,Sedan,5,Good
POL13637,CUST23637,75,Female,Self-Employed,Bristol,13136,57,Sedan,10,Good
POL13638,CUST23638,67,Female,Retired,Cardiff,13864,48,SUV,13,Good
POL13639,CUST23639,30,Male,Unemployed,Cardiff,8897,8,Van,6,Good
POL13640,CUST23640,29,Male,Unemployed,Newcastle,13532,8,Van,15,Good
POL13641,CUST23641,55,Male,Employed,London,10399,33,Van,7,Good
POL13642,CUST23642,49,Female,Student,Leeds,11355,30,Motorcycle,4,Good
POL13643,CUST23643,70,Female,Retired,Birmingham,8170,48,Coupe,6,Poor
POL13644,CUST23644,34,Male,Employed,Leeds,19484,15,Sedan,10,Excellent
POL13645,CUST23645,56,Female,Employed,Edinburgh,11980,35,Motorcycle,2,Good
POL13646,CUST23646,67,Female,Retired,Manchester,10553,46,Coupe,6,Good
POL13647,CUST23647,46,Male,Self-Employed,Glasgow,10368,27,SUV,20,Fair
POL13648,CUST23648,69,Female,Retired,Bristol,17422,50,Hatchback,13,Excellent
POL13649,CUST23649,25,Male,Employed,Birmingham,13506,4,Sedan,7,Good
POL13650,CUST23650,72,Female,Retired,Newcastle,15756,53,Sedan,13,Good
POL13651,CUST23651,26,Male,Employed,Edinburgh,9631,4,Sedan,12,Fair
POL13652,CUST23652,70,Male,Retired,Leeds,11877,52,SUV,17,Fair
POL13653,CUST23653,47,Male,Student,London,7810,27,Sedan,3,Good
POL13654,CUST23654,47,Female,Employed,Glasgow,14599,26,Sedan,2,Good
POL13655,CUST23655,27,Female,Student,London,6408,8,SUV,9,Good
POL13656,CUST23656,63,Female,Employed,Leeds,13866,44,SUV,7,Good
POL13657,CUST23657,69,Male,Retired,Birmingham,6402,48,Sedan,18,Excellent
POL13658,CUST23658,63,Male,Employed,Manchester,7939,41,Hatchback,18,Good
POL13659,CUST23659,55,Female,Unemployed,Bristol,17222,33,Hatchback,15,Excellent
POL13660,CUST23660,62,Female,Unemployed,Glasgow,9331,43,Hatchback,16,Excellent
POL13661,CUST23661,68,Female,Retired,Liverpool,4179,47,Hatchback,1,Excellent
POL13662,CUST23662,41,Female,Unemployed,London,8574,19,SUV,9,Good
POL13663,CUST23663,42,Female,Unemployed,Manchester,15567,20,Motorcycle,8,Excellent
POL13664,CUST23664,20,Female,Student,Leeds,8357,1,Sedan,1,Good
POL13665,CUST23665,24,Male,Employed,Leeds,15195,3,Coupe,16,Fair
POL13666,CUST23666,37,Male,Employed,Bristol,11792,18,Sedan,5,Good
POL13667,CUST23667,50,Male,Employed,Leeds,10683,30,Van,3,Good
POL13668,CUST23668,70,Female,Retired,Bristol,10346,51,SUV,17,Good
POL13669,CUST23669,60,Female,Self-Employed,Leeds,15455,39,Coupe,16,Good
POL13670,CUST23670,77,Female,Retired,Leeds,12613,57,Sedan,6,Excellent
POL13671,CUST23671,20,Male,Student,Birmingham,7201,2,Sedan,18,Good
POL13672,CUST23672,43,Male,Employed,Edinburgh,17806,21,SUV,11,Good
POL13673,CUST23673,40,Female,Employed,Leeds,8732,21,SUV,9,Good
POL13674,CUST23674,27,Female,Self-Employed,Manchester,12329,5,Sedan,14,Excellent
POL13675,CUST23675,65,Female,Self-Employed,Liverpool,3326,47,Hatchback,12,Poor
POL13676,CUST23676,43,Female,Employed,Glasgow,4615,24,Coupe,7,Poor
POL13677,CUST23677,20,Female,Employed,Liverpool,5062,0,Sedan,20,Excellent
POL13678,CUST23678,54,Male,Self-Employed,Birmingham,13705,33,Sedan,7,Good
POL13679,CUST23679,28,Male,Employed,Edinburgh,14618,7,Coupe,0,Excellent
POL13680,CUST23680,69,Male,Self-Employed,Edinburgh,8632,47,SUV,16,Excellent
POL13681,CUST23681,27,Male,Unemployed,Manchester,10304,6,Hatchback,17,Good
POL13682,CUST23682,32,Male,Unemployed,Edinburgh,16997,14,Coupe,10,Poor
POL13683,CUST23683,73,Female,Retired,Cardiff,6649,53,Coupe,6,Excellent
POL13684,CUST23684,51,Female,Employed,Edinburgh,9076,30,Hatchback,0,Good
POL13685,CUST23685,21,Male,Self-Employed,Liverpool,6618,3,Sedan,5,Good
POL13686,CUST23686,49,Male,Self-Employed,Glasgow,11831,31,Sedan,14,Good
POL13687,CUST23687,55,Male,Employed,Cardiff,11931,36,Sedan,5,Good
POL13688,CUST23688,32,Male,Employed,Leeds,19111,13,Sedan,7,Good
POL13689,CUST23689,65,Male,Retired,Bristol,16817,45,Motorcycle,5,Fair
POL13690,CUST23690,74,Male,Self-Employed,Birmingham,12132,55,Motorcycle,12,Poor
POL13691,CUST23691,63,Male,Retired,Cardiff,11126,44,Hatchback,3,Excellent
POL13692,CUST23692,47,Female,Employed,Bristol,14286,27,Sedan,7,Good
POL13693,CUST23693,45,Female,Employed,Liverpool,5423,24,Hatchback,7,Good
POL13694,CUST23694,46,Female,Self-Employed,London,17443,26,SUV,1,Good
POL13695,CUST23695,72,Female,Retired,Leeds,13607,51,SUV,17,Excellent
POL13696,CUST23696,19,Female,Student,Glasgow,9144,0,Coupe,0,Good
POL13697,CUST23697,39,Female,Self-Employed,Manchester,13189,18,Sedan,1,Good
POL13698,CUST23698,48,Male,Self-Employed,Cardiff,15683,29,SUV,10,Fair
POL13699,CUST23699,62,Male,Employed,Newcastle,14052,43,SUV,12,Good
POL13700,CUST23700,68,Male,Retired,Edinburgh,17763,49,SUV,3,Poor
POL13701,CUST23701,79,Male,Retired,Liverpool,14776,57,Van,6,Good
POL13702,CUST23702,50,Male,Self-Employed,Liverpool,6532,31,Sedan,9,Good
POL13703,CUST23703,21,Male,Student,Cardiff,12022,3,Sedan,13,Excellent
POL13704,CUST23704,52,Female,Employed,Bristol,9602,34,Van,13,Excellent
POL13705,CUST23705,37,Male,Employed,London,8389,18,Sedan,2,Excellent
POL13706,CUST23706,57,Female,Retired,Glasgow,17567,38,Sedan,4,Good
POL13707,CUST23707,28,Male,Employed,Manchester,13698,10,Van,9,Excellent
POL13708,CUST23708,52,Male,Employed,Birmingham,8913,30,SUV,12,Good
POL13709,CUST23709,67,Female,Retired,Leeds,3888,48,Hatchback,5,Excellent
POL13710,CUST23710,50,Male,Employed,Cardiff,9530,30,Hatchback,12,Poor
POL13711,CUST23711,65,Female,Retired,Edinburgh,11301,46,Sedan,2,Fair
POL13712,CUST23712,67,Female,Self-Employed,London,10667,48,Hatchback,20,Excellent
POL13713,CUST23713,75,Female,Retired,Liverpool,5109,54,Hatchback,20,Fair
POL13714,CUST23714,25,Male,Employed,Newcastle,4891,3,SUV,17,Good
POL13715,CUST23715,43,Male,Employed,Newcastle,17548,23,Sedan,3,Good
POL13716,CUST23716,56,Male,Retired,Edinburgh,14898,34,Van,3,Good
POL13717,CUST23717,53,Female,Self-Employed,Edinburgh,7964,35,Hatchback,11,Good
POL13718,CUST23718,29,Female,Self-Employed,Edinburgh,13834,11,Sedan,7,Good
POL13719,CUST23719,33,Female,Employed,London,12873,12,Sedan,15,Poor
POL13720,CUST23720,52,Female,Employed,Cardiff,15687,31,Coupe,14,Excellent
POL13721,CUST23721,23,Male,Self-Employed,Glasgow,16276,5,Coupe,3,Excellent
POL13722,CUST23722,65,Male,Employed,Edinburgh,7058,47,Coupe,4,Good
POL13723,CUST23723,47,Female,Employed,London,10598,26,Sedan,4,Excellent
POL13724,CUST23724,69,Female,Retired,Edinburgh,16386,51,Sedan,3,Good
POL13725,CUST23725,70,Female,Retired,Bristol,14802,48,Coupe,2,Fair
POL13726,CUST23726,24,Male,Employed,Edinburgh,9907,3,Sedan,13,Excellent
POL13727,CUST23727,45,Female,Student,London,8915,24,Van,13,Good
POL13728,CUST23728,18,Male,Student,Glasgow,16594,0,Hatchback,3,Excellent
POL13729,CUST23729,61,Male,Self-Employed,Birmingham,8893,39,Hatchback,19,Good
POL13730,CUST23730,49,Male,Self-Employed,Manchester,12985,28,Sedan,4,Fair
POL13731,CUST23731,22,Female,Student,Birmingham,9065,3,Sedan,9,Good
POL13732,CUST23732,63,Male,Self-Employed,Glasgow,8578,41,Coupe,2,Poor
POL13733,CUST23733,53,Male,Employed,Leeds,14470,33,Sedan,5,Fair
POL13734,CUST23734,32,Female,Employed,Newcastle,9472,11,Sedan,6,Good
POL13735,CUST23735,33,Female,Employed,Leeds,15377,11,Coupe,17,Good
POL13736,CUST23736,39,Male,Employed,Newcastle,12699,17,SUV,19,Good
POL13737,CUST23737,48,Female,Self-Employed,Cardiff,12754,26,Van,3,Good
POL13738,CUST23738,20,Female,Student,Bristol,10959,2,Sedan,2,Good
POL13739,CUST23739,30,Female,Employed,Newcastle,9145,9,Sedan,10,Fair
POL13740,CUST23740,27,Female,Employed,Leeds,5171,7,Van,18,Fair
POL13741,CUST23741,64,Female,Self-Employed,Bristol,22971,46,Sedan,7,Good
POL13742,CUST23742,27,Male,Student,Liverpool,12395,9,Sedan,8,Fair
POL13743,CUST23743,57,Female,Self-Employed,Glasgow,11570,39,Hatchback,15,Good
POL13744,CUST23744,76,Female,Retired,Glasgow,12644,54,Sedan,2,Good
POL13745,CUST23745,43,Male,Self-Employed,Glasgow,8983,23,Sedan,9,Good
POL13746,CUST23746,36,Male,Employed,London,12072,17,Hatchback,1,Excellent
POL13747,CUST23747,48,Female,Self-Employed,Manchester,17742,26,SUV,11,Excellent
POL13748,CUST23748,31,Female,Employed,Leeds,17485,13,Hatchback,19,Fair
POL13749,CUST23749,24,Male,Employed,Glasgow,16849,3,SUV,18,Good
POL13750,CUST23750,41,Female,Self-Employed,Birmingham,13208,20,Sedan,11,Good
POL13751,CUST23751,72,Female,Employed,Newcastle,11080,52,Sedan,13,Fair
POL13752,CUST23752,60,Female,Retired,Liverpool,8652,42,SUV,1,Fair
POL13753,CUST23753,36,Male,Employed,Manchester,17295,17,Sedan,0,Fair
POL13754,CUST23754,44,Male,Employed,London,11235,24,Coupe,19,Fair
POL13755,CUST23755,63,Male,Retired,Leeds,16637,44,SUV,1,Good
POL13756,CUST23756,76,Male,Retired,Liverpool,21521,57,Motorcycle,1,Good
POL13757,CUST23757,60,Male,Employed,Newcastle,12455,41,Hatchback,12,Good
POL13758,CUST23758,30,Male,Employed,Bristol,8060,8,SUV,8,Excellent
POL13759,CUST23759,59,Female,Unemployed,Newcastle,10234,39,Hatchback,17,Excellent
POL13760,CUST23760,20,Male,Student,Edinburgh,10783,2,SUV,7,Fair
POL13761,CUST23761,77,Female,Retired,Bristol,10046,55,Hatchback,16,Good
POL13762,CUST23762,63,Female,Unemployed,Glasgow,11104,41,Hatchback,12,Excellent
POL13763,CUST23763,29,Female,Student,Glasgow,14626,9,Hatchback,12,Fair
POL13764,CUST23764,42,Male,Unemployed,Birmingham,18828,24,Sedan,14,Good
POL13765,CUST23765,70,Male,Employed,Leeds,4744,48,Sedan,1,Good
POL13766,CUST23766,46,Female,Self-Employed,Manchester,14288,25,SUV,6,Excellent
POL13767,CUST23767,50,Male,Employed,Leeds,12850,29,Sedan,7,Fair
POL13768,CUST23768,68,Female,Retired,Manchester,10607,48,Sedan,11,Fair
POL13769,CUST23769,49,Female,Employed,Liverpool,15203,30,Van,2,Good
POL13770,CUST23770,42,Male,Employed,Liverpool,11380,21,Hatchback,4,Excellent
POL13771,CUST23771,69,Female,Retired,London,11617,51,SUV,14,Poor
POL13772,CUST23772,23,Female,Student,Leeds,18855,1,Sedan,13,Fair
POL13773,CUST23773,41,Male,Employed,Glasgow,9935,20,Hatchback,8,Fair
POL13774,CUST23774,27,Male,Unemployed,Leeds,10410,7,Sedan,17,Good
POL13775,CUST23775,79,Male,Retired,Cardiff,7624,57,SUV,17,Excellent
POL13776,CUST23776,69,Female,Retired,Liverpool,3178,51,Van,16,Excellent
POL13777,CUST23777,35,Female,Employed,Cardiff,16348,15,SUV,16,Good
POL13778,CUST23778,78,Female,Retired,Liverpool,13568,58,Sedan,1,Good
POL13779,CUST23779,31,Male,Employed,Cardiff,13943,9,Hatchback,2,Good
POL13780,CUST23780,35,Male,Employed,London,9947,16,SUV,16,Excellent
POL13781,CUST23781,37,Female,Unemployed,Glasgow,14331,19,SUV,5,Fair
POL13782,CUST23782,50,Male,Employed,London,16181,32,Van,16,Good
POL13783,CUST23783,35,Female,Employed,Glasgow,12521,16,Coupe,16,Fair
POL13784,CUST23784,56,Female,Employed,London,14319,34,SUV,3,Good
POL13785,CUST23785,55,Male,Employed,Manchester,17166,33,Sedan,20,Good
POL13786,CUST23786,36,Female,Employed,Bristol,4881,14,Sedan,11,Fair
POL13787,CUST23787,60,Female,Employed,Edinburgh,15182,40,Hatchback,20,Poor
POL13788,CUST23788,70,Female,Retired,Bristol,10491,48,Sedan,2,Excellent
POL13789,CUST23789,39,Female,Employed,Birmingham,12346,19,Hatchback,3,Fair
POL13790,CUST23790,18,Female,Student,Birmingham,19450,0,Sedan,15,Good
POL13791,CUST23791,36,Male,Student,Newcastle,14536,17,Sedan,0,Fair
POL13792,CUST23792,21,Male,Self-Employed,Birmingham,11971,0,Van,9,Good
POL13793,CUST23793,78,Female,Retired,Birmingham,9296,57,Hatchback,6,Good
POL13794,CUST23794,40,Male,Employed,Newcastle,15455,18,Motorcycle,13,Good
POL13795,CUST23795,65,Male,Retired,Manchester,2298,44,Sedan,20,Good
POL13796,CUST23796,61,Male,Employed,Manchester,9258,40,Coupe,13,Excellent
POL13797,CUST23797,36,Male,Employed,Birmingham,17330,18,SUV,11,Good
POL13798,CUST23798,75,Female,Retired,Leeds,14122,54,SUV,14,Fair
POL13799,CUST23799,55,Male,Employed,Bristol,11269,35,Hatchback,1,Poor
POL13800,CUST23800,22,Female,Student,Glasgow,10703,2,Sedan,11,Good
POL13801,CUST23801,24,Female,Unemployed,Leeds,9470,4,Van,8,Poor
POL13802,CUST23802,34,Male,Employed,Bristol,13209,14,Hatchback,17,Fair
POL13803,CUST23803,38,Female,Employed,Cardiff,4196,17,Hatchback,8,Fair
POL13804,CUST23804,37,Female,Employed,Leeds,16955,15,SUV,0,Excellent
POL13805,CUST23805,54,Female,Unemployed,Manchester,6009,33,Sedan,1,Fair
POL13806,CUST23806,59,Male,Employed,Newcastle,14125,40,SUV,12,Fair
POL13807,CUST23807,40,Male,Student,Leeds,10721,20,Coupe,18,Good
POL13808,CUST23808,44,Male,Self-Employed,Liverpool,15530,23,Motorcycle,2,Fair
POL13809,CUST23809,50,Female,Employed,Bristol,13326,29,Hatchback,7,Good
POL13810,CUST23810,37,Male,Employed,Leeds,10456,16,Hatchback,13,Excellent
POL13811,CUST23811,64,Male,Retired,Glasgow,12087,46,SUV,17,Excellent
POL13812,CUST23812,67,Female,Retired,Bristol,13362,48,SUV,7,Excellent
POL13813,CUST23813,48,Male,Employed,London,4807,27,Sedan,11,Fair
POL13814,CUST23814,52,Female,Self-Employed,Manchester,20171,30,Hatchback,12,Fair
POL13815,CUST23815,45,Female,Employed,London,10609,23,Sedan,14,Fair
POL13816,CUST23816,39,Male,Self-Employed,Cardiff,9452,19,SUV,16,Excellent
POL13817,CUST23817,70,Female,Retired,Glasgow,10913,50,Sedan,16,Good
POL13818,CUST23818,41,Female,Employed,Glasgow,10351,23,Motorcycle,9,Excellent
POL13819,CUST23819,26,Male,Employed,Glasgow,8993,6,Hatchback,9,Good
POL13820,CUST23820,59,Female,Employed,Glasgow,9456,40,SUV,16,Good
POL13821,CUST23821,31,Female,Employed,Manchester,20916,13,SUV,11,Fair
POL13822,CUST23822,32,Female,Employed,Liverpool,9058,11,Sedan,0,Good
POL13823,CUST23823,66,Female,Employed,Edinburgh,13393,46,Van,18,Fair
POL13824,CUST23824,20,Female,Unemployed,Leeds,15329,2,Sedan,8,Fair
POL13825,CUST23825,69,Male,Self-Employed,Glasgow,6559,48,Hatchback,13,Good
POL13826,CUST23826,71,Male,Retired,Bristol,7557,51,Sedan,2,Excellent
POL13827,CUST23827,63,Male,Self-Employed,London,17076,45,SUV,15,Fair
POL13828,CUST23828,38,Male,Self-Employed,Birmingham,8232,18,Sedan,11,Excellent
POL13829,CUST23829,27,Female,Employed,Cardiff,14693,7,Hatchback,11,Fair
POL13830,CUST23830,73,Male,Self-Employed,Liverpool,12175,52,SUV,11,Good
POL13831,CUST23831,57,Female,Employed,Leeds,5836,35,Hatchback,13,Good
POL13832,CUST23832,35,Male,Employed,Newcastle,12644,15,Sedan,17,Excellent
POL13833,CUST23833,33,Male,Self-Employed,Manchester,13788,12,Hatchback,17,Good
POL13834,CUST23834,52,Female,Employed,Liverpool,14845,31,Sedan,13,Fair
POL13835,CUST23835,60,Female,Employed,Bristol,10055,39,Sedan,3,Good
POL13836,CUST23836,59,Female,Self-Employed,Bristol,14750,39,Hatchback,8,Poor
POL13837,CUST23837,45,Female,Employed,Liverpool,12100,25,Hatchback,20,Fair
POL13838,CUST23838,62,Female,Employed,Cardiff,6940,41,Van,1,Good
POL13839,CUST23839,26,Female,Student,Newcastle,11900,5,Sedan,4,Good
POL13840,CUST23840,72,Male,Retired,Manchester,15985,54,SUV,10,Good
POL13841,CUST23841,57,Male,Employed,Liverpool,16712,37,Coupe,9,Excellent
POL13842,CUST23842,35,Male,Student,Glasgow,17609,17,Motorcycle,5,Good
POL13843,CUST23843,36,Female,Self-Employed,Bristol,23771,18,SUV,20,Good
POL13844,CUST23844,61,Female,Self-Employed,Glasgow,16871,42,Sedan,9,Good
POL13845,CUST23845,34,Female,Unemployed,Edinburgh,6917,13,Hatchback,19,Fair
POL13846,CUST23846,30,Male,Student,Birmingham,18381,11,Sedan,1,Good
POL13847,CUST23847,56,Female,Retired,Newcastle,23424,37,Hatchback,20,Good
POL13848,CUST23848,41,Female,Unemployed,London,11833,20,SUV,12,Excellent
POL13849,CUST23849,65,Female,Retired,Birmingham,10925,45,Sedan,6,Good
POL13850,CUST23850,31,Female,Employed,Newcastle,11555,10,Sedan,3,Good
POL13851,CUST23851,72,Female,Retired,Glasgow,10739,53,Sedan,12,Good
POL13852,CUST23852,69,Male,Retired,Manchester,6967,50,Sedan,19,Good
POL13853,CUST23853,65,Male,Retired,London,15337,43,Van,0,Good
POL13854,CUST23854,73,Male,Retired,Glasgow,1780,53,Hatchback,9,Fair
POL13855,CUST23855,63,Female,Employed,London,8869,43,Hatchback,18,Good
POL13856,CUST23856,68,Female,Retired,Newcastle,18117,48,Hatchback,4,Fair
POL13857,CUST23857,68,Male,Retired,Newcastle,13811,50,Sedan,16,Excellent
POL13858,CUST23858,69,Male,Unemployed,Bristol,12440,50,SUV,0,Good
POL13859,CUST23859,23,Male,Unemployed,Cardiff,10641,3,Coupe,18,Good
POL13860,CUST23860,63,Male,Retired,Liverpool,11891,41,Van,14,Excellent
POL13861,CUST23861,56,Male,Employed,Manchester,17482,36,Hatchback,3,Good
POL13862,CUST23862,65,Male,Retired,London,8260,43,SUV,13,Good
POL13863,CUST23863,50,Female,Unemployed,Manchester,8795,30,Sedan,18,Fair
POL13864,CUST23864,77,Male,Employed,Birmingham,12087,55,Van,19,Poor
POL13865,CUST23865,69,Male,Retired,Liverpool,12627,51,Motorcycle,18,Poor
POL13866,CUST23866,44,Male,Employed,Glasgow,7732,23,SUV,16,Excellent
POL13867,CUST23867,55,Female,Employed,Bristol,7620,35,Motorcycle,7,Good
POL13868,CUST23868,64,Male,Employed,Edinburgh,10240,45,Sedan,18,Excellent
POL13869,CUST23869,63,Male,Retired,Liverpool,9391,43,Hatchback,7,Good
POL13870,CUST23870,35,Male,Self-Employed,Glasgow,6750,14,Hatchback,8,Good
POL13871,CUST23871,70,Female,Retired,Leeds,7255,48,Sedan,12,Fair
POL13872,CUST23872,65,Female,Retired,Leeds,9430,45,Van,15,Fair
POL13873,CUST23873,56,Female,Self-Employed,Liverpool,15516,36,Sedan,6,Excellent
POL13874,CUST23874,37,Male,Employed,Edinburgh,16423,15,SUV,15,Excellent
POL13875,CUST23875,78,Female,Retired,Manchester,10875,60,Hatchback,6,Excellent
POL13876,CUST23876,47,Female,Employed,Edinburgh,13278,25,Sedan,5,Good
POL13877,CUST23877,68,Female,Retired,Edinburgh,13937,50,SUV,7,Poor
POL13878,CUST23878,49,Female,Employed,Newcastle,9159,30,SUV,10,Good
POL13879,CUST23879,76,Male,Retired,Cardiff,12306,58,Hatchback,7,Excellent
POL13880,CUST23880,71,Female,Retired,Bristol,16450,51,Van,11,Excellent
POL13881,CUST23881,46,Male,Self-Employed,Edinburgh,14046,28,Sedan,10,Good
POL13882,CUST23882,71,Female,Retired,Glasgow,7182,49,Sedan,8,Good
POL13883,CUST23883,41,Male,Employed,Birmingham,19549,23,Sedan,16,Excellent
POL13884,CUST23884,74,Male,Retired,Cardiff,15548,52,Sedan,13,Excellent
POL13885,CUST23885,74,Male,Self-Employed,Cardiff,17025,55,Sedan,13,Excellent
POL13886,CUST23886,79,Male,Retired,Manchester,12268,58,Hatchback,2,Good
POL13887,CUST23887,33,Female,Employed,Bristol,9560,12,Hatchback,19,Good
POL13888,CUST23888,37,Female,Self-Employed,Newcastle,15850,19,Van,5,Excellent
POL13889,CUST23889,23,Female,Employed,Newcastle,18162,3,Hatchback,4,Good
POL13890,CUST23890,42,Female,Self-Employed,Newcastle,16859,23,Sedan,13,Good
POL13891,CUST23891,23,Male,Unemployed,Bristol,13738,3,Hatchback,6,Excellent
POL13892,CUST23892,24,Male,Employed,Newcastle,14351,3,Motorcycle,5,Good
POL13893,CUST23893,44,Female,Employed,Manchester,8843,26,SUV,17,Excellent
POL13894,CUST23894,70,Female,Retired,Cardiff,16290,52,Hatchback,19,Good
POL13895,CUST23895,28,Female,Employed,Birmingham,13517,6,SUV,7,Good
POL13896,CUST23896,57,Male,Retired,London,10794,36,Coupe,6,Fair
POL13897,CUST23897,66,Male,Retired,Liverpool,12009,46,Hatchback,18,Excellent
POL13898,CUST23898,79,Male,Retired,Leeds,8099,60,Sedan,18,Excellent
POL13899,CUST23899,24,Male,Self-Employed,Cardiff,14247,5,Sedan,0,Good
POL13900,CUST23900,45,Female,Employed,Liverpool,13639,24,SUV,13,Good
POL13901,CUST23901,52,Male,Employed,Cardiff,11314,30,Van,10,Good
POL13902,CUST23902,72,Female,Retired,Glasgow,17654,51,Sedan,7,Fair
POL13903,CUST23903,58,Male,Retired,Manchester,9825,38,SUV,15,Good
POL13904,CUST23904,55,Male,Unemployed,Liverpool,10495,33,Sedan,20,Good
POL13905,CUST23905,65,Female,Retired,Bristol,8865,47,Sedan,16,Fair
POL13906,CUST23906,53,Female,Employed,Liverpool,7250,35,Coupe,7,Excellent
POL13907,CUST23907,21,Male,Unemployed,London,5245,3,Motorcycle,13,Excellent
POL13908,CUST23908,51,Male,Self-Employed,Leeds,12394,33,Hatchback,20,Excellent
POL13909,CUST23909,47,Female,Employed,Glasgow,15570,29,Hatchback,13,Good
POL13910,CUST23910,59,Male,Unemployed,Edinburgh,10779,39,Sedan,18,Excellent
POL13911,CUST23911,37,Female,Employed,Bristol,16867,16,Coupe,14,Good
POL13912,CUST23912,66,Male,Retired,London,5383,46,Hatchback,18,Fair
POL13913,CUST23913,27,Male,Employed,Manchester,14096,7,Van,16,Excellent
POL13914,CUST23914,67,Male,Retired,Liverpool,12866,47,Van,4,Fair
POL13915,CUST23915,26,Female,Employed,London,14298,6,Sedan,16,Poor
POL13916,CUST23916,78,Male,Retired,Edinburgh,13498,58,Hatchback,10,Excellent
POL13917,CUST23917,60,Female,Self-Employed,Birmingham,12804,42,Van,7,Excellent
POL13918,CUST23918,33,Male,Employed,London,11695,15,Motorcycle,5,Excellent
POL13919,CUST23919,61,Female,Retired,Bristol,11347,43,Motorcycle,13,Good
POL13920,CUST23920,74,Male,Retired,Cardiff,9844,54,Coupe,13,Excellent
POL13921,CUST23921,70,Female,Retired,Glasgow,6677,52,SUV,0,Good
POL13922,CUST23922,36,Male,Employed,London,6045,14,Sedan,0,Poor
POL13923,CUST23923,30,Male,Self-Employed,Liverpool,9570,8,Coupe,2,Excellent
POL13924,CUST23924,69,Female,Retired,Leeds,8819,50,Hatchback,6,Good
POL13925,CUST23925,55,Male,Self-Employed,Manchester,13611,37,Sedan,8,Good
POL13926,CUST23926,26,Male,Self-Employed,Manchester,6061,8,Sedan,2,Excellent
POL13927,CUST23927,68,Female,Retired,Manchester,11492,50,Hatchback,5,Excellent
POL13928,CUST23928,60,Male,Employed,Glasgow,11995,38,SUV,2,Fair
POL13929,CUST23929,30,Male,Self-Employed,Newcastle,18326,12,Motorcycle,10,Good
POL13930,CUST23930,66,Male,Retired,Manchester,17645,46,Coupe,6,Excellent
POL13931,CUST23931,54,Female,Employed,Birmingham,15131,33,Hatchback,2,Good
POL13932,CUST23932,33,Male,Employed,Cardiff,12809,15,Hatchback,17,Good
POL13933,CUST23933,54,Male,Employed,Bristol,7822,36,Coupe,1,Fair
